,Index,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2216,131904,Czesaw Lang,M,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
2217,131905,Czesaw Lang,M,25.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Road Race, Individual",Silver
2218,131906,Czesaw Lang,M,25.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,
2219,131988,Jzef Lange,M,27.0,Poland,POL,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
2220,131989,Jzef Lange,M,27.0,Poland,POL,1924 Summer,1924,Summer,Paris,Cycling,Cycling Men's 50 kilometres,
2221,131990,Jzef Lange,M,31.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's 1,000 metres Time Trial",
2222,131991,Jzef Lange,M,31.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
2223,132047,Lucyna Langer (-Kaek),F,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 100 metres Hurdles,Bronze
2224,132048,Lucyna Langer (-Kaek),F,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,
2225,132159,Piotr Jerzy Langosz,M,21.0,Poland,POL,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
2226,133030,Kazimierz Laskowski,M,28.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Sabre, Team",Bronze
2227,133140,Grzegorz Bolesaw Lato,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Gold
2228,133141,Grzegorz Bolesaw Lato,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Silver
2229,133146,Wacaw Latocha,M,27.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's 1,000 metres Time Trial",
2230,133147,Wacaw Latocha,M,31.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
2231,133981,Tomasz apiski,M,22.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver
2232,133982,Maciej Piotr asicki,M,26.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Bronze
2233,133983,Lech asko,M,20.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Gold
2234,133984,Lech asko,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,
2235,133985,Jzef aszewski,M,26.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,
2236,133986,Magorzata awrynowicz,F,15.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
2237,133987,Karol azar,M,24.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,
2238,133988,Jan azarski,M,31.0,Poland,POL,1924 Summer,1924,Summer,Paris,Cycling,Cycling Men's Sprint,
2239,133989,Jan azarski,M,31.0,Poland,POL,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
2240,133990,Jan azarski,M,31.0,Poland,POL,1924 Summer,1924,Summer,Paris,Cycling,Cycling Men's 50 kilometres,
2241,133992,Marek bik,M,22.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",
2242,133993,Marek bik,M,22.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",
2243,133994,Marek bik,M,30.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
2244,133995,Marek bik,M,30.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
2245,134435,Andrzej Jan Lech,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
2246,134436,Wiesawa Aleksandra Lech (-Czepiec),F,21.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around,
2247,134437,Wiesawa Aleksandra Lech (-Czepiec),F,21.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,
2248,134438,Wiesawa Aleksandra Lech (-Czepiec),F,21.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,
2249,134439,Wiesawa Aleksandra Lech (-Czepiec),F,21.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,
2250,134440,Wiesawa Aleksandra Lech (-Czepiec),F,21.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,
2251,134441,Wiesawa Aleksandra Lech (-Czepiec),F,21.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,
2252,134691,Jzefa Ledwig (-Bben),F,29.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Bronze
2253,134692,Jzefa Ledwig (-Bben),F,33.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Bronze
2254,135789,Waldemar Legie,M,25.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,Gold
2255,135790,Waldemar Legie,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Middleweight,Gold
2256,136389,Stefan Leletko,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Flyweight,
2257,136390,Stefan Leletko,M,26.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Flyweight,
2258,136397,Henryk Leliwa-Roycewicz,M,38.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
2259,136398,Henryk Leliwa-Roycewicz,M,38.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
2260,136709,Roman Jan Lentner,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,
2261,136952,Krzysztof Lepianka,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
2262,136980,Witalis Leporowski,M,29.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,
2263,137033,Barbara Lerczak-Janiszewska-Sobotta (-Nowicka),F,19.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 100 metres,
2264,137034,Barbara Lerczak-Janiszewska-Sobotta (-Nowicka),F,19.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 200 metres,
2265,137035,Barbara Lerczak-Janiszewska-Sobotta (-Nowicka),F,19.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,
2266,137036,Barbara Lerczak-Janiszewska-Sobotta (-Nowicka),F,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 200 metres,
2267,137037,Barbara Lerczak-Janiszewska-Sobotta (-Nowicka),F,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
2268,137038,Barbara Lerczak-Janiszewska-Sobotta (-Nowicka),F,27.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 100 metres,
2269,137039,Barbara Lerczak-Janiszewska-Sobotta (-Nowicka),F,27.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 200 metres,
2270,137177,Zdzisaw Lesiski,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,
2271,137178,Zdzisaw Lesiski,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,
2272,137179,Zdzisaw Lesiski,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,
2273,137180,Zdzisaw Lesiski,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,
2274,137181,Zdzisaw Lesiski,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,
2275,137182,Zdzisaw Lesiski,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,
2276,137183,Zdzisaw Lesiski,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,
2277,137184,Zdzisaw Lesiski,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,
2278,137192,Krystyna Lekiewicz,F,21.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
2279,137223,Natalia Leniak,F,21.0,Poland,POL,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,
2280,137224,Zbigniew Leniak,M,22.0,Poland-3,POL,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
2281,137226,Marek Leniewski,M,25.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
2282,137227,Marek Leniewski,M,29.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,
2283,137306,Joanna Leszczyska,F,23.0,Poland,POL,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,
2284,137307,Joanna Leszczyska,F,27.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Bronze
2285,137308,Marian Leszczyski,M,27.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,
2286,137632,Jarosaw Lewak,M,23.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Lightweight,
2287,137633,Jarosaw Lewak,M,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Lightweight,
2288,137634,Ewa Teresa Lewandowska (Pomes-),F,18.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,
2289,137635,Iwona Lewandowska,F,31.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
2290,137636,Sylwia Lewandowska,F,21.0,Poland,POL,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,
2291,137638,Kazimierz Lewandowski,M,21.0,Poland,POL,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Double Sculls,
2292,137639,Marcin Lewandowski,M,21.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,
2293,137640,Marcin Lewandowski,M,25.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,
2294,137641,Marcin Lewandowski,M,29.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,
2295,137642,Przemysaw Marcin Lewandowski,M,20.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,
2296,137643,Stefan Lewandowski,M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 1,500 metres",
2297,137644,Stefan Lewandowski,M,30.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 800 metres,
2298,137645,Stefan Lewandowski,M,30.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",
2299,137670,Jzef Lewicki,M,18.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
2300,137678,Wodzimierz Lewin,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Heavyweight,
2301,137868,Tomasz Antoni Leaski,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Archery,Archery Men's Individual,
2302,137873,Anna cka (-Dobrowolska),F,20.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,
2303,137874,Anna cka (-Dobrowolska),F,20.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Team,
2304,138275,Qian Li,F,22.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Singles,
2305,138276,Qian Li,F,22.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Team,
2306,138277,Qian Li,F,25.0,Poland,POL,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Singles,
2307,138278,Qian Li,F,25.0,Poland,POL,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Team,
2308,138279,Qian Li,F,30.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
2309,138280,Qian Li,F,30.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,
2310,138732,Kamila Liwinko (Stepaniuk-),F,30.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,
2311,138733,Andrzej Liczik,M,27.0,Poland,POL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,
2312,138734,Zenon Licznerski,M,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
2313,138735,Zenon Licznerski,M,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
2314,138736,Zenon Licznerski,M,25.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,
2315,138737,Zenon Licznerski,M,25.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
2316,139011,Krzysztof Lijewski,M,25.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
2317,139012,Krzysztof Lijewski,M,33.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
2318,139013,Marcin Lijewski,M,30.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
2319,139044,Bohdan Stanisaw Likszo,M,24.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
2320,139045,Bohdan Stanisaw Likszo,M,28.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
2321,139046,Maria Liktoras,F,33.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
2322,140022,Magda Linette,F,24.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
2323,140086,Joanna Linkiewicz,F,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,
2324,140215,Karina Lipiarska-Paka,F,29.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
2325,140216,Tomasz Lipiec,M,29.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,
2326,140217,Jzef Lipie,M,19.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
2327,140218,Jzef Lipie,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
2328,140219,Jzef Lipie,M,27.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
2329,140220,Jzef Lipie,M,31.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
2330,140221,Kazimierz Lipie,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
2331,140222,Kazimierz Lipie,M,27.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
2332,140223,Kazimierz Lipie,M,31.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
2333,140302,Magorzata Maria Lipska,F,16.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,
2334,140335,Andrzej Lis,M,20.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Individual",
2335,140336,Andrzej Lis,M,20.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",Silver
2336,140339,Lucjan Roman Lis,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Road Race, Individual",
2337,140340,Lucjan Roman Lis,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
2338,140352,Piotr Lisek,M,23.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,
2339,140353,Adam Micha Lisewski,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Individual",
2340,140354,Adam Micha Lisewski,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Team",Bronze
2341,140428,Jan Lisowski,M,27.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Light-Heavyweight,
2342,141747,Eugeniusz Zenon Lokajski,M,27.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Javelin Throw,
2343,142523,Czesaw Ignacy Lorenc,M,27.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Pairs,
2344,142558,Elwira Joanna Lorenz (-Gryczuk),F,26.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,
2345,143231,Joanna ochowska,F,23.0,Poland,POL,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Featherweight,
2346,143232,Micha Andrzej ogosz,M,22.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Men's Doubles,
2347,143233,Micha Andrzej ogosz,M,26.0,Poland,POL,2004 Summer,2004,Summer,Athina,Badminton,Badminton Men's Doubles,
2348,143234,Micha Andrzej ogosz,M,30.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Doubles,
2349,143235,Micha Andrzej ogosz,M,34.0,Poland,POL,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Doubles,
2350,143236,Ewaryst Antoni j,M,23.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,
2351,143237,Zbigniew j,M,27.0,Poland,POL,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
2352,143238,Grzegorz omacz,M,28.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
2353,143239,Mieczysaw omowski,M,33.0,Poland,POL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Shot Put,
2354,143240,Micha oniewski,M,23.0,Poland,POL,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Featherweight,
2355,143241,Mieczysaw Edwin opatka,M,20.0,Poland,POL,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,
2356,143242,Mieczysaw Edwin opatka,M,25.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
2357,143243,Mieczysaw Edwin opatka,M,29.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
2358,143244,Mieczysaw Edwin opatka,M,32.0,Poland,POL,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,
2359,143245,Bartosz osiak,M,24.0,Poland-2,POL,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
2360,143246,Jan ostowski,M,25.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Featherweight,
2361,143351,Wodzimierz Leonard Lubaski,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Gold
2362,143378,Ryszard Lubicki,M,28.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,
2363,143379,Leszek Wadysaw Lubicz-Nycz,M,32.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Individual",
2364,143380,Leszek Wadysaw Lubicz-Nycz,M,32.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Bronze
2365,143381,Stanisaw Jerzy Lubiejewski,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Hammer Throw,
2366,143382,Zbigniew Lubiejewski,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Gold
2367,143396,Danuta Ewa Lubowska (-Goch),F,16.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
2368,143397,Danuta Ewa Lubowska (-Goch),F,16.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,
2369,143398,Danuta Ewa Lubowska (-Goch),F,16.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,
2370,143399,Danuta Ewa Lubowska (-Goch),F,16.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
2371,143400,Danuta Ewa Lubowska (-Goch),F,16.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,
2372,143401,Danuta Ewa Lubowska (-Goch),F,16.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
2373,143569,Edward Gustaw Adolf Luckhaus,M,25.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Triple Jump,
2374,143636,Dariusz Marek Ludwig,M,25.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,
2375,144475,Jan Walenty Lutomski,M,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 400 metres Freestyle,
2376,144476,Jan Walenty Lutomski,M,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
2377,144586,Igor Grzegorz uczak,M,19.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,
2378,144587,Igor Grzegorz uczak,M,19.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Individual Medley,
2379,144590,Jolanta ukaszewicz,F,22.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
2380,144591,Jolanta ukaszewicz,F,22.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
2381,144592,Julian ukaszewicz,M,19.0,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 3,000 metres, Team",
2382,144594,Urszula Wanda ukomska (-Olejniczak),F,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,
2383,144595,Urszula Wanda ukomska (-Olejniczak),F,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,
2384,144596,Urszula Wanda ukomska (-Olejniczak),F,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,
2385,144597,Urszula Wanda ukomska (-Olejniczak),F,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,
2386,144598,Urszula Wanda ukomska (-Olejniczak),F,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,
2387,144599,Urszula Wanda ukomska (-Olejniczak),F,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,
2388,144600,Urszula Wanda ukomska (-Olejniczak),F,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,
